planet;column;Q1;Q3;IQR;lower_bound;upper_bound;outliers_count
Pluto;Jupiter_effect_end_km_s2;2.8706793749439325e-09;2.890997000888577e-09;2.031762594464466e-11;2.8402029360269655e-09;2.921473439805544e-09;0
Pluto;Saturn_effect_end_km_s2;6.819481308060504e-15;7.26744734330889e-15;4.479660352483863e-16;6.147532255187925e-15;7.93939639618147e-15;0
Pluto;Uranus_effect_end_km_s2;8.26673724328192e-15;8.962072987361957e-15;6.953357440800375e-16;7.223733627161863e-15;1.0005076603482013e-14;0
Pluto;Neptune_effect_end_km_s2;8.683938147791874e-16;9.782551793487061e-16;1.0986136456951873e-16;7.036017679249093e-16;1.1430472262029841e-15;0
Pluto;Pluto_effect_end_km_s2;1.0166791785689664e-16;1.1023421336676861e-16;8.566295509871974e-18;8.881847459208868e-17;1.2308365663157656e-16;0
Pluto;Sun_x_effect_end_km_s2;3.536788817862592e-12;3.7033491022720126e-12;1.665602844094204e-13;3.2869483912484616e-12;3.953189528886143e-12;0
Pluto;mercury_x_effect_end_km_s2;4.873301337780807e-13;4.908467166968251e-13;3.5165829187444083e-15;4.820552593999641e-13;4.961215910749417e-13;0
Pluto;Venus_x_effect_end_km_s2;4.036616382609691e-14;4.1605688371821824e-14;1.239524545724912e-15;3.8506877007509544e-14;4.346497519040919e-14;0
Pluto;Earth_x_effect_end_km_s2;-4.0448443090019086e-14;-3.6005360255039985e-14;4.4430828349791006e-15;-4.7113067342487733e-14;-2.934073600257133e-14;0
Pluto;mars_x_effect_end_km_s2;0.0;0.0;0.0;0.0;0.0;0
Pluto;Moon_x_effect_end_km_s2;-3.3106757568788636e-09;-3.2554143166974366e-09;5.526144018142705e-11;-3.3935679171510044e-09;-3.172522156425296e-09;0
Pluto;Jupiter_x_effect_end_km_s2;-8.136139454835539e-15;-7.82780984590238e-15;3.083296089331588e-16;-8.598633868235278e-15;-7.365315432502643e-15;0
Pluto;Saturn_x_effect_end_km_s2;-1.0054256299905052e-14;-9.357142728066867e-15;6.971135718381849e-16;-1.109992665766233e-14;-8.31147237030959e-15;0
Pluto;Uranus_x_effect_end_km_s2;-1.0207142346819577e-15;-9.73629767464051e-16;4.7084467217906646e-17;-1.0913409355088176e-15;-9.03003066637191e-16;0
